x,DP,Finetuning,1st-Order,2nd-Order
10,2.099705853853867,2.067679373235227,2.095627144214414,0.008623722120263628
50,14.247695825369172,14.05905433357907,14.047564628105894,0.3159999967600499
100,26.493483427042598,26.18269034933822,26.08967898448838,0.8715911536162142
