x,DP,Finetuning,1st-Order,2nd-Order
10,7.692458618005429,7.626023175102982,7.5873719133399815,0.09534189641761312
50,14.256729497858359,14.056066196672282,14.044354174716034,0.3144786057885517
100,26.507356717087475,26.177722231337697,26.084611768916012,0.8662531371601474
